,Fname,Lname,Dept,rating_class,total_Ratings,overall_rating
2143,Liugen,Song,Information Science,good,9,4.1
2144,Heather,Sorensen,Rhetoric,zero,0,N/A
2145,Gonca,Soysal,Marketing,good,16,4.7
2146,Christopher,Speck,Literature,average,3,2.7
2147,Melanie,Spence,Psychology,average,6,2.6
2148,Brandy,Spencer,Rhetoric,zero,0,N/A
2149,Stephen,Spiro,Biology,good,17,4.6
2150,Mark,Spong,Electrical Engineering,good,3,4.3
2151,David,Springate,Finance,poor,16,2.2
2152,Amandeep,Sra,Chemistry,good,78,4.2
2153,Uma,Srikanth,Biology,good,115,3.8
2154,Srimathi,Srinivasan,Computer Science,poor,31,2.0
2155,Zach,Stallbohm,Computer Science,good,13,4.0
2156,Leslie,Stanaland,Economics,zero,0,N/A
2157,Paul,Stanford,Mathematics,good,83,3.7
2158,Azadeh ,Stark ,History,average,50,2.9
2159,Sabrina,Starnaman,Arts  Humanities,zero,0,N/A
2160,Amber,Shoaib,Psychology,poor,5,1.6
2161,Sina,Shokoohyar,Operations Management,good,14,4.5
2162,Kristie,Shorey,Business,average,5,2.8
2163,Kevin,Short,Business,good,26,4.0
2164,Prakash,Shrivastava,Information Science,poor,25,2.0
2165,Tejas,Shroff,Management,good,1,5.0
2166,Tejas,Shroff,Business,poor,11,2.4
2167,Preston,Shumway,Accounting,zero,0,N/A
2168,Amny,Shuraydi,Journalism,good,3,5.0
2169,Xia,Si,Economics,good,6,4.5
2170,John,Sibert,Chemistry,good,133,3.8
2171,Daniel,Sibley,Finance,average,3,3.3
2172,Intekhaab,Siddiquee,Engineering,average,6,3.1
2173,Farah,Siddiqui,English,good,10,4.3
2174,Simon,Siegenthaler,Business,good,5,5.0
2175,Kurt,Siklar,Business,good,5,4.9
2176,Christopher,Simmons,Computer Science,good,3,4.3
2177,Zachary,Simoni,Sociology,good,20,4.4
2178,Andrea,Simpson,Sociology,good,1,3.5
2179,Carrie,Simpson,Education,poor,6,2.2
2180,Gene,Sims,Business,good,2,5.0
2181,Dave,Sims,Computer Science,poor,17,2.3
2182,Ahmet,Simsek,Business,good,17,3.5
2183,Ahmet Simsek,Simsek,Operations Management,zero,0,N/A
2184,Robin,Sinckler,Rhetoric,poor,21,1.5
2185,Harpreet,Singh,Information Science,good,27,4.1
2186,Pardeep,Singla,Business,good,4,4.0
2187,Kirti,Sinha,Accounting,good,8,4.3
2188,Kevin,Siqueira,Economics,average,22,3.4
2189,Shashank,Sirsi,Engineering,good,4,5.0
2190,Shashank,Sirsi,Biology,zero,0,N/A
2191,Berrak,Sisman,Electrical Engineering,zero,0,N/A
2192,Sheryl,Skaggs,Sociology,good,12,4.8
2193,Bradley,Skiles,Communication,good,3,4.7
2194,Neal,Skinner,Electrical Engineering,average,2,3.0
2195,Agnieszka,Skuza,Operations Management,poor,5,2.2
2196,Ryan,Slattery,Interdisciplinary Studies,zero,0,N/A
2197,Kelly,Slaughter,Business,good,10,4.0
2198,Jason,Slinker,Physics,good,62,3.8
2199,Joseph,Sloan,Electrical Engineering,good,3,4.0
2200,Robert,Stern,Geology,average,8,3.0
2201,Kelli,Stevens,Criminal Justice,good,1,5.0
2202,Derek,Stewart,Communication,good,14,4.9
2203,Michael,Stewart,Management,zero,0,N/A
2204,Michael,Stewart,Arts & Technology,good,2,5.0
2205,Whitney,Stewart,History,good,28,4.7
2206,Marianne,Stewart,Political Science,average,24,3.0
2207,Julie,Stewart,Business Communications,good,2,4.0
2208,Robert,Stillman,Health Science,zero,0,N/A
2209,John,Stilwell,Psychology,average,9,3.3
2210,John,Stiwell,Psychology,zero,0,N/A
2211,Maureen,Stobb,Political Science,good,2,3.5
2212,Sam,Stokes,Biology,zero,0,N/A
2213,Winston,Stone,Music,average,65,3.0
2214,Michael,Stone,Humanities,good,3,3.7
2215,Nomi,Stone,Arts & Humanities,good,4,3.8
2216,Russell,Stoneback,Physics,poor,20,1.9
2217,Deborah,Stott,Art History,average,5,2.7
2218,Jeff,Stover,Arts & Humanities,good,2,5.0
2219,Janell,Straach,Computer Science,good,16,4.3
2220,Rahulkumar,Solanki,Physics,poor,16,2.4
2221,Charles,Solcher,Business,good,3,4.3
2222,Steven,Solcher,Accounting,good,33,3.7
2223,Gerald,Soliday,History,good,4,3.5
2224,Ana,Solodkin,Neuroscience,poor,22,2.3
2225,Adrian,Soncodi,Computer Science,average,28,2.5
2226,Qiongxia,Song,Mathematics,poor,8,2.4
2227,Dongye,Song,Accounting,good,2,3.5
2228,Liugen,Song,Information Science,good,9,4.1
2229,Jonathan,Sonnier,Humanities,zero,0,N/A
2230,Heather,Sorensen,Rhetoric,zero,0,N/A
2231,Gonca,Soysal,Marketing,good,16,4.7
2232,Christopher,Speck,Literature,average,3,2.7
2233,Melanie,Spence,Psychology,average,6,2.6
2234,Brandy,Spencer,Rhetoric,good,1,5.0
2235,Stephen,Spiro,Biology,good,18,4.4
2236,Mark,Spong,Electrical Engineering,good,3,4.3
2237,David,Springate,Finance,poor,17,2.3
2238,Amandeep,Sra,Chemistry,good,80,4.2
2239,Uma,Srikanth,Biology,good,118,3.8
2240,Sri,Srikanth,Management,good,1,5.0
2241,Kannan,Srikanth,Business,good,3,3.7
2242,Srimathi,Srinivasan,Computer Science,poor,38,2.1
2243,Zach,Stallbohm,Computer Science,good,17,4.2
2244,Leslie,Stanaland,Economics,zero,0,N/A
2245,Paul,Stanford,Mathematics,good,84,3.7
2246,Azadeh ,Stark ,Interdisciplinary Studies,good,64,4.5
2247,Sabrina,Starnaman,Arts  Humanities,zero,0,N/A
2248,Sabrina,Starnaman,Humanities,good,35,3.7
2249,Ken,Starzer,Arts  Technology,good,1,5.0
2250,Kyle,Steadham,Business,average,38,2.6
2251,Kathryn,Stecke,Business,poor,6,1.9
2252,Travis,Steel,Computer Science,good,1,5.0
2253,Mihaela,Stefan,Chemistry,good,33,4.6
2254,Solomon,Stein,Accounting,good,3,3.7
2255,Cort,Steinhorst,Computer Science,good,19,3.9
2256,Allison,Stelling,Chemistry,zero,0,N/A
2257,Erica,Stephens,Arts & Technology,good,2,4.2
2258,Mike,Stephens,Arts & Technology,good,4,3.9
2259,Timothy,Stephens,Operations Management,good,24,4.1
2260,Abraham,Taha,Business,poor,2,1.0
2261,Venkanna,Takasi,Business,poor,1,1.0
2262,Riki,Takeuchi,Management,poor,2,1.5
2263,Nicholas,Taliceo,Geography,zero,0,N/A
2264,Katrina,Tamez,Business Communications,poor,15,2.4
2265,Lakshman,Tamil,Engineering,good,22,4.0
2266,Chin-Tuan,Tan,Electrical Engineering,poor,9,1.0
2267,Hirofumi,Tanaka,Health Science,zero,0,N/A
2268,Xiaoxiao,Tang,Finance,poor,3,2.0
2269,Ping,Tang,Information Science,good,2,3.5
2270,Chuan-Fa,Tang,Statistics,good,6,3.5
2271,Shaojie,Tang,Information Science,average,11,2.8
2272,Lari,Tanner,Communication,good,10,5.0
2273,Venu,Tatiparti,Accounting,good,2,5.0
2274,Barbara,Taylor,Business,good,1,5.0
2275,Robert,Taylor,Criminal Justice,good,11,4.2
2276,Donald,Taylor,Management,good,5,4.8
2277,Stephanie,Taylor,Chemistry,good,88,4.3
2278,Anna,Taylor,Neuroscience,average,46,3.1
2279,Terin,Tehan,English,zero,0,N/A
2280,Guido,Tirone,Marketing,average,25,3.2
2281,Emily,Tobey,Not Specified,good,1,5.0
2282,Aysegul,Toptal,Business,good,3,3.7
2283,Murat,Torlak,Electrical Engineering,poor,11,1.5
2284,Russell,Torres,Information Science,average,7,3.3
2285,Patricia,Totusek,Communication,good,24,4.5
2286,Emily,Touchstone,Psychology,good,60,5.0
2287,Theresa,Towner,Humanities,good,37,4.9
2288,Paul,Tracy,Criminal Justice,good,13,3.7
2289,Quoc,Tran,Economics,poor,1,1.5
2290,Ahn,Tran,Mathematics,good,2,4.0
2291,Anh,Tran,Mathematics,good,11,4.0
2292,Daniel,Tran,Chemistry,average,26,3.3
2293,Scott,Trent,Arts & Technology,average,4,2.8
2294,Rick,Treter,Mathematics,poor,1,1.0
2295,Christopher,Trevino,Theater,good,3,3.7
2296,Elizabeth,Trosper,Arts  Technology,good,5,3.6
2297,Amy,Troutman,Accounting,good,35,4.6
2298,Eric,Tsang,Business,poor,14,2.2
2299,Michael,Tseng,Mathematics,average,11,3.1
2300,Kuei,Sun,Physics,good,27,4.3
2301,Wendy,Sung,Arts & Technology,good,7,3.7
2302,Sean,Sutherlin,Arts & Humanities,good,5,5.0
2303,Kara,Sutton,Sociology,good,13,4.9
2304,Walter,Sutton,Law,good,10,4.8
2305,Julie,Sutton,Mathematics,average,37,3.2
2306,Hannah,Swamidoss,Literature,average,6,2.8
2307,Venkat,Swamy,Management,zero,0,N/A
2308,Meghan,Swanson,Psychology,good,1,4.0
2309,William,Swartz,Electrical Engineering,good,23,4.2
2310,Kyoung,Swearingen,Arts & Technology,average,2,3.2
2311,Scott,Swearingen,Arts  Technology,good,1,4.0
2312,Menon,Syam,Not Specified,zero,0,N/A
2313,James,Szot,Management,zero,0,N/A
2314,Marco,Tacca,Engineering,good,12,4.1
2315,John,Taden,Economics,good,2,4.5
2316,Yonas,Tadesse,Engineering,average,10,2.6
2317,Lorraine,Tady,Design,average,12,3.0
2318,Claudia,Taenzler,Chemistry,good,47,3.7
2319,Amir,Taghavi,Chemistry,average,3,3.3
2320,Paul,Tracy,Criminal Justice,good,13,3.7
2321,Quoc,Tran,Economics,poor,1,1.5
2322,Ahn,Tran,Mathematics,good,2,4.0
2323,Anh,Tran,Mathematics,good,11,4.0
2324,Daniel,Tran,Chemistry,good,32,3.5
2325,Scott,Trent,Arts & Technology,average,4,2.8
2326,Rick,Treter,Mathematics,poor,2,1.0
2327,Christopher,Trevino,Theater,good,3,3.7
2328,Elizabeth,Trosper,Arts  Technology,good,5,3.6
2329,Amy,Troutman,Accounting,good,35,4.6
2330,Eric,Tsang,Business,poor,15,2.4
2331,Michael,Tseng,Mathematics,average,11,3.1
2332,Sam,Tullock,History,good,8,4.6
2333,Murat,Tunc,Computer Science,good,9,4.6
2334,Janos,Turi,Mathematics,poor,11,2.3
2335,Katherine,Turk,History,good,5,5.0
2336,Frederick,Turner,Humanities,good,13,3.9
2337,Hanna,Ulatowska,Speech  Language Pathology,poor,6,1.2
2338,Gum,Umit,Accounting,average,1,2.5
2339,Marion,Underwood,Psychology,good,29,4.7
2340,Shervin,Tehrani,Business,good,7,3.7
2341,Allison,Templeton,Communication,good,13,3.9
2342,Ka,Teo,Computer Science,zero,0,N/A
2343,Rikk,Terhune,Biology,zero,0,N/A
2344,Lawrence,Terlizzese,Writing,average,3,3.2
2345,Charissa,Terranova,Art History,average,37,2.8
2346,Ryan,Teschner,Management,good,3,5.0
2347,Kristin,Tesmer,Business,zero,0,N/A
2348,P.L. Stephan,Thamban,Engineering,good,29,3.7
2349,Linda,Thibodeau,Speech  Language Pathology,good,3,4.7
2350,Nambi,Thirumalai,Information Science,good,17,3.5
2351,Sunela,Thomas,Business,average,10,2.7
2352,Tres,Thompson,Neuroscience,good,38,3.8
2353,Lou,Thompson,Business,average,21,3.1
2354,Tommy,Thompson,Mathematics,average,13,3.0
2355,Luell,Thompson,Accounting,poor,15,2.2
2356,Norman,Thompson,Accounting,zero,0,N/A
2357,Norman,Thompson,Information Science,good,6,4.8
2358,Lucien,Thompson,Neuroscience,good,9,4.4
2359,Christina,Thompson,Chemistry,good,37,4.8
2360,Laurie,Thompson,Computer Science,poor,145,2.4
2361,Catherine,Thorn,Neuroscience,good,7,4.0
2362,Mark,Thouin,Business,good,84,3.8
2363,Bhavani,Thuraisingham,Computer Science,average,24,3.4
2364,Keith,Thurgood,Health Science,average,8,3.1
2365,Yapeng,Tian,Computer Science,zero,0,N/A
2366,Michael,Tiefelsdorf,Geography,poor,9,2.4
2367,C. Justice,Tillman,Business,average,6,3.2
2368,Gail,Tillman,Education,good,8,5.0
2369,Mark,Tinker,Electrical Engineering,zero,0,N/A
2370,Brian,Tinsley,Physics,poor,3,2.0
2371,Guido,Tirone,Marketing,average,25,3.2
2372,Emily,Tobey,Not Specified,good,1,5.0
2373,Aysegul,Toptal,Business,good,3,3.7
2374,Hedieh,Torabiford,Chemistry,poor,1,1.0
2375,Murat,Torlak,Electrical Engineering,poor,11,1.5
2376,Russell,Torres,Information Science,average,7,3.3
2377,Patricia,Totusek,Communication,good,24,4.5
2378,Emily,Touchstone,Psychology,good,62,5.0
2379,Theresa,Towner,Humanities,good,39,4.9
2380,Priyanka,Vyas,Design,zero,0,N/A
2381,Habte,Waldu,Business,average,9,3.0
2382,Marilyn,Waligore,Arts & Humanities,good,8,4.3
2383,Alicia,Walker,Education,good,5,4.6
2384,Erin,Walker,Chemistry,good,11,4.5
2385,Amy,Walker,Chemistry,good,1,4.0
2386,Dale,Walker,Humanities,good,3,3.8
2387,Amy,Walker,Engineering,average,3,3.0
2388,Jason,Walker,Arts & Humanities,good,1,5.0
2389,Robert,Wallace,Engineering,poor,3,1.0
2390,Dennis,Walsh,Literature,average,6,3.0
2391,Diane,Walsh,Communication,average,41,3.4
2392,Jim,Walton,Management,average,14,3.1
2393,James,Walton,Business,good,17,4.7
2394,Yuke,Wang,Computer Science,poor,11,2.1
2395,YU,Wang,Marketing,good,6,4.8
2396,Weiwei,Wang,Accounting,average,2,3.0
2397,Shidi,Wang,Economics,zero,0,N/A
2398,Yunfei,Wang,Statistics,good,5,3.8
2399,Cheng,Wang,Statistics,average,1,3.0
2400,Marion,Underwood,Psychology,good,29,4.7
2401,Shahrin,Upoma,Management,zero,0,N/A
2402,Daniel,Uribe,Computer & Math. Sciences,good,21,4.3
2403,Benedict,Uroda,Economics,good,3,4.8
2404,Mary,Urquhart,Education,good,2,4.2
2405,Irana,Vaculenko,Geography,zero,0,N/A
2406,Irina,Vakulenko,Geography,zero,0,N/A
2407,Irina,Vakulenko,Geography & Geospatial Info. Syst.,good,35,4.4
2408,Victor Valcarcel,Valcarcel,Economics,poor,1,2.0
2409,Victor,Valcarcel,Economics,average,29,3.0
2410,Sarah,Valente,Literature,good,1,4.0
2411,Rubia,Valente,Social Science,good,10,4.7
2412,.,Van Beveren,Psychology,good,26,4.1
2413,Nancy,Van Ness,Education,average,17,3.1
2414,Toosje,Vanbeveren,Psychology,good,24,4.0
2415,Barbara,Vance,English,good,14,4.2
2416,William,Vandenberghe,Electrical Engineering,good,17,4.5
2417,Sven,Vanneste,Neuroscience,good,7,4.7
2418,Nicholas,Vargas,Sociology,good,5,4.1
2419,Shawn,Varghese,History,good,4,5.0
2420,Cassandra,Wilkerson,Business Communications,zero,0,N/A
2421,Charle,William,Criminal Justice,poor,1,2.0
2422,Lisa,Williams,Accounting,average,9,2.9
2423,Jaleah,Williams,Computer Science,good,5,4.2
2424,Nathan,Williams,Mathematics,good,7,4.6
2425,Sunshine,Williams,Rhetoric,good,6,3.8
2426,Alecia,Williams,Communication,average,10,3.1
2427,Betsy,Williamson,Art History,poor,1,1.5
2428,James,Willson,Computer Science,good,59,4.0
2429,William,Wilson,Accounting,poor,7,2.5
2430,Tim,Wilson,Information Science,poor,1,2.0
2431,Shirley,Wilson,Computer Science,good,1,5.0
2432,Michael,Wilson,History,good,17,4.5
2433,James,Wilson,Computer Science,good,10,4.5
2434,Michelle,Wilson,Biology,average,179,2.5
2435,James,Wilt,Engineering,average,29,2.5
2436,Duane,Winkler,Biology,good,5,4.6
2437,Elizabeth,Winstead,Interdisciplinary Studies,good,7,3.5
2438,Patrick,Winter,Engineering,poor,16,2.0
2439,John,Wiorkowski,Statistics,good,13,3.5
2440,Yulia,Vorotyntseva,Operations Management,zero,0,N/A
2441,Duc,Vu,Operations Management,good,11,3.7
2442,Priyanka,Vyas,Design,zero,0,N/A
2443,Habte,Waldu,Business,average,8,3.0
2444,Marilyn,Waligore,Arts & Humanities,good,8,4.3
2445,Alicia,Walker,Education,good,5,4.6
2446,Erin,Walker,Chemistry,good,11,4.5
2447,Amy,Walker,Chemistry,good,1,4.0
2448,Dale,Walker,Humanities,good,3,3.8
2449,Amy,Walker,Engineering,average,3,3.0
2450,Jason,Walker,Arts & Humanities,good,1,5.0
2451,Robert,Wallace,Engineering,poor,3,1.0
2452,Dennis,Walsh,Literature,average,6,3.0
2453,Diane,Walsh,Communication,good,40,3.6
2454,Jim,Walton,Management,average,14,3.1
2455,James,Walton,Business,good,17,4.7
2456,Yuke,Wang,Computer Science,poor,11,2.1
2457,YU,Wang,Marketing,good,6,4.8
2458,Weiwei,Wang,Accounting,average,2,3.0
2459,Shidi,Wang,Economics,zero,0,N/A
2460,Fang,Wu,Marketing,average,36,3.3
2461,Weili,Wu,Computer Science,good,21,3.5
2462,Ruth,Wu,Biology,good,8,4.1
2463,Timothy,Wunder,Economics,poor,20,2.3
2464,Tianbing,Xia,Biology,average,1,2.5
2465,Jun,Xia,Management,poor,1,1.0
2466,Han,Xia,Finance,good,10,5.0
2467,Steven,Xiao,Finance,good,6,4.5
2468,Serena,Xiao,Finance,good,1,5.0
2469,Ying,Xie,Marketing,poor,10,2.3
2470,Guoping,Xiong,Engineering,poor,1,2.0
2471,Meredith,XU,Management,good,2,4.0
2472,Yexiao,XU,Accounting,average,15,2.5
2473,Yexiao,Xu,Business,poor,4,2.0
2474,Sriram,Yagneswaran,Chemistry,good,4,5.0
2475,Yasuhiro,Yamakawa,Business,good,5,3.9
2476,Shuo,Yang,Economics,good,1,4.0
2477,Duck,Yang,Chemistry,average,2,2.5
2478,Wei,Yang,Computer Science,average,8,3.3
2479,Regina,Ybarra,Psychology,good,29,4.0
2480,John,Watson,Business Communications,good,60,3.8
2481,Martha,Weaver,Undergraduate Studies,zero,0,N/A
2482,Jay/branagan,Webb,English,good,9,3.9
2483,Elena,Webb,Arts & Humanities,good,1,4.0
2484,Jennifer,Webb,Electrical Engineering,good,3,4.3
2485,Lynne,Weber,Education,zero,0,N/A
2486,Jeff,Weekley,Business,good,29,3.7
2487,Kelsey,Wei,Finance,poor,17,1.4
2488,Shiyi,Wei,Computer Science,good,10,4.5
2489,David,Weiland,History,good,2,3.8
2490,Michelle,Weiner,Education,good,6,4.1
2491,Henriikka,Weir,Criminal Justice,good,3,5.0
2492,Jessica,Weiss,Art History,good,3,3.5
2493,Miranda,Welbourne-Eleazar,Business,good,1,5.0
2494,Brecken,Wellborn,Film,good,2,5.0
2495,Sarah,Wells,Psychology,good,15,3.8
2496,Harry,Wells,Finance,average,4,3.1
2497,Kevin,Wells,Rhetoric,good,56,4.8
2498,Yaxin,Wen,Finance,good,1,5.0
2499,Lu Chung,Weng,Political Science,good,3,4.7
2500,Larissa,Werhnyak,Science,poor,27,2.4
2501,Bruce,Westbury,Mathematics,poor,3,1.0
2502,Kristen,Wetzler,Mathematics,poor,11,2.0
2503,Tristan,Whalen,Mathematics,good,109,4.5
2504,Jamie,Wheeler-Matlock,English,poor,1,1.0
2505,Robert,Whelan,Political Science,good,1,4.5
2506,ED,Whetstone,Arts & Technology,good,1,5.0
2507,Susan,White,Rhetoric,good,1,4.5
2508,Jodie,White,Arts & Technology,good,6,4.1
2509,J Chris,White,Management,zero,0,N/A
2510,Russell,Wiant,Business,zero,0,N/A
2511,Daniel,Wickberg,History,average,32,3.3
2512,David,Widdifield,Business,good,18,4.8
2513,Chris,Widomski,Arts amp Humanities,good,1,4.0
2514,Gagan,Wig,Psychology,good,24,4.4
2515,Sumudu,Wijenayake,Chemistry,good,27,4.5
2516,Siri,Wilder,Psychology,average,1,3.0
2517,James,Wilder,Music,good,7,4.7
2518,Cassandra,Wilkerson,Business Communications,zero,0,N/A
2519,Charle,William,Criminal Justice,poor,1,2.0
2520,Lisa,Williams,Accounting,average,9,2.9
2521,Jaleah,Williams,Computer Science,good,5,4.2
2522,Sunshine,Williams,Rhetoric,good,6,3.8
2523,Alecia,Williams,Communication,average,10,3.1
2524,Nathan,Williams,Mathematics,good,8,4.5
2525,Zeke,Williams,Arts & Humanities,zero,0,N/A
2526,Betsy,Williamson,Art History,poor,1,1.5
2527,James,Willson,Computer Science,good,62,4.0
2528,William,Wilson,Accounting,poor,7,2.5
2529,Tim,Wilson,Information Science,poor,1,2.0
2530,Shirley,Wilson,Computer Science,good,1,5.0
2531,Michael,Wilson,History,good,17,4.5
2532,James,Wilson,Computer Science,good,11,4.6
2533,Michelle,Wilson,Biology,average,179,2.5
2534,James,Wilt,Engineering,average,29,2.5
2535,Duane,Winkler,Biology,good,5,4.6
2536,Elizabeth,Winstead,Interdisciplinary Studies,good,7,3.5
2537,Patrick,Winter,Engineering,poor,16,2.0
2538,John,Wiorkowski,Statistics,good,13,3.5
2539,Tonja,Wissinger,Social Science,average,54,2.8
2540,Alejandro,Zentner,Economics,average,1,3.0
2541,Haley,Zettler,Criminal Justice,good,8,4.5
2542,Jun,Zhang,Business,average,11,3.3
2543,Yifeng,Zhang,Accounting,zero,0,N/A
2544,LI,Zhang,Biology,good,1,5.0
2545,Lei,Zhang,Economics,good,1,5.0
2546,Chuanwei,Zhang,Physics,poor,9,1.2
2547,Lingming,Zhang,Computer Science,good,8,4.0
2548,Zeyu,Zhang,Economics,good,8,4.4
2549,Qianyuan,Zhang,Arts  Humanities,zero,0,N/A
2550,Xiao,Zhang,Operations Management,good,3,4.7
2551,Michael,Zhang,Biology,poor,1,2.0
2552,Yi,Zhang,Mathematics,poor,1,1.0
2553,Yingjie,Zhang,Business,good,1,5.0
2554,Kang,Zhang,Computer Science,good,24,3.5
2555,Fan,Zhang,Physics,average,25,2.7
2556,Chenglong,Zhang,Business,poor,3,2.0
2557,Huibing Harold,Zhang,Finance,good,7,4.6
2558,Jieying,Zhang,Accounting,good,12,4.5
2559,Jie,Zhang,Engineering,average,3,2.7
2560,Weili,Wu,Computer Science,good,21,3.5
2561,Ruth,Wu,Biology,good,10,3.9
2562,Fang,Wu,Marketing,average,37,3.3
2563,Yunan,Wu,Statistics,average,2,2.5
2564,Junfeng,Wu,Business,good,6,4.5
2565,Timothy,Wunder,Economics,poor,20,2.3
2566,Tianbing,Xia,Biology,average,1,2.5
2567,Jun,Xia,Management,poor,1,1.0
2568,Han,Xia,Finance,good,10,4.9
2569,Yu,Xiang,Computer Science,zero,0,N/A
2570,Steven,Xiao,Finance,good,6,4.5
2571,Serena,Xiao,Finance,good,1,5.0
2572,Ying,Xie,Marketing,average,12,2.5
2573,Guoping,Xiong,Engineering,poor,1,2.0
2574,Meredith,XU,Management,good,2,4.0
2575,Yexiao,XU,Accounting,average,15,2.5
2576,Yexiao,Xu,Business,average,5,2.6
2577,Sriram,Yagneswaran,Chemistry,good,4,5.0
2578,Yasuhiro,Yamakawa,Business,good,6,4.0
2579,Shuo,Yang,Economics,good,1,4.0
